Dataset Name,Algorithm Name,Cross Validation [1-10],Hyper-Parameters Values,mean_squared_error,mean_absolute_error,median_absolute_error,r2_score,explained_variance_score,Training Time,Inference Time
analcatdata_wildcat,Cobra,7,"{'epsilon': 0.0, 'machine_list': 'basic')",0.061079545,0.144886364,0.045454545,-0.52365613,0,42.39914503,10.59463905
analcatdata_wildcat,Ewa,7,"{'beta': 100.0, 'machine_list': 'basic')",0.06034782,0.14389447,0.043017494,-0.505402921,0.000141081,8.505172268,0.010454785
analcatdata_wildcat,AdaBoost,8,"{'base_estimator__ccp_alpha': 0.07159705159683642, 'n_estimators': 12}",0.019295758,0.121896141,0.123048669,0.239318602,0.324784503,0.942681734,0.001241089
analcatdata_wildcat,Boruta,8,"{'ccp_alpha': 0.0030233257263183977, 'n_estimators': 20}",0.005525216,0.06515179,0.046211317,0.782183784,0.788803156,264.9316559,0.00234239
analcatdata_wildcat,Cobra,8,"{'epsilon': 0.0, 'machine_list': 'basic')",0.035253099,0.099431818,0,-0.389755011,0,42.47916584,10.5646349
analcatdata_wildcat,Ewa,8,"{'beta': 100.0, 'machine_list': 'basic')",0.034486793,0.100392559,0.005887195,-0.359545532,-0.003117209,8.501768743,0.011136872
analcatdata_wildcat,AdaBoost,9,"{'base_estimator__ccp_alpha': 0.06716540974221344, 'n_estimators': 54}",0.023913755,0.135783859,0.112863327,0.030428712,0.274415728,0.976817541,0.001266204
analcatdata_wildcat,Boruta,9,"{'ccp_alpha': 0.004191945144032948, 'n_estimators': 23}",0.01953561,0.110825107,0.087476366,0.207938405,0.326542723,264.9341222,0.002603431
analcatdata_wildcat,Cobra,9,"{'epsilon': 0.0, 'machine_list': 'basic')",0.031120868,0.082386364,0,-0.261780105,-0.023232984,42.38545017,10.57705344
analcatdata_wildcat,Ewa,9,"{'beta': 100.0, 'machine_list': 'basic')",0.030175594,0.079677553,0.006917256,-0.223454468,-0.007110061,8.502045837,0.011443461
analcatdata_wildcat,AdaBoost,10,"{'base_estimator__ccp_alpha': 0.05245481595728714, 'n_estimators': 33}",0.021070539,0.131338899,0.113636364,-0.001044498,0.066566504,1.012658551,0.00167249
analcatdata_wildcat,Boruta,10,"{'ccp_alpha': 0.0031342417815924286, 'n_estimators': 27}",0.024997823,0.129159302,0.127958259,-0.187626632,-0.032314799,264.935649,0.003009278
analcatdata_wildcat,Cobra,10,"{'epsilon': 0.0, 'machine_list': 'basic')",0.050103306,0.170454545,0.227272727,-1.380368098,0,42.3845671,10.58106245
analcatdata_wildcat,Ewa,10,"{'beta': 100.0, 'machine_list': 'basic')",0.049161363,0.17017808,0.224304435,-1.335617165,-0.012882025,8.516566067,0.010327279
arsenic-female-bladder,AdaBoost,1,"{'base_estimator__ccp_alpha': 0.0027387593197926163, 'n_estimators': 55}",0.000165814,0.007231123,0.004261888,0.987850382,0.988914341,0.812242422,0.001667682
arsenic-female-bladder,Boruta,1,"{'ccp_alpha': 0.0023608897695197605, 'n_estimators': 6}",0.005491972,0.018136145,0.003574373,0.597589338,0.598154023,575.514368,0.000928808
arsenic-female-bladder,Cobra,1,"{'epsilon': 0.10108291845455065, 'machine_list': 'basic')",0.013969439,0.019823223,0.002525253,-0.023576162,-0.005668159,139.0618652,13.8282756
arsenic-female-bladder,Ewa,1,"{'beta': 0.001, 'machine_list': 'basic')",0.002471356,0.013634067,0.003187214,0.818917499,0.819650331,7.369085805,0.013534245
arsenic-female-bladder,AdaBoost,2,"{'base_estimator__ccp_alpha': 0.005924320130156347, 'n_estimators': 77}",0.002464391,0.016152915,0.005166876,-2.01455737,-1.891275654,0.986598768,0.006772727
arsenic-female-bladder,Boruta,2,"{'ccp_alpha': 0.0023608897695197605, 'n_estimators': 6}",0.003229928,0.018432456,0.003761348,-2.950997643,-2.764284704,575.3557845,0.000914103
arsenic-female-bladder,Cobra,2,"{'epsilon': 0.020405603450397068, 'machine_list': 'advanced')",0.000889828,0.010096287,0.002524827,-0.088479132,-0.01631177,138.8031788,13.71090742
arsenic-female-bladder,Ewa,2,"{'beta': 0.001, 'machine_list': 'basic')",0.000572198,0.014720268,0.00987518,0.300060909,0.44564916,7.382095889,0.013403895
arsenic-female-bladder,AdaBoost,3,"{'base_estimator__ccp_alpha': 0.0027387593197926163, 'n_estimators': 55}",0.003357774,0.01604057,0.002555797,0.630820851,0.646717536,0.783608011,0.001350749
arsenic-female-bladder,Boruta,3,"{'ccp_alpha': 0.0023608897695197605, 'n_estimators': 6}",0.001336555,0.012162918,0.003360504,0.853049005,0.858256525,575.3591761,0.000924439
arsenic-female-bladder,Cobra,3,"{'epsilon': 0.10577774690755563, 'machine_list': 'advanced')",0.009568603,0.023459848,0.002319109,-0.052044706,-0.009105477,139.0121783,13.81348504
arsenic-female-bladder,Ewa,3,"{'beta': 0.001, 'machine_list': 'basic')",0.002884316,0.016116431,0.003882593,0.682876492,0.692745915,7.377634202,0.013767646
arsenic-female-bladder,AdaBoost,4,"{'base_estimator__ccp_alpha': 0.005924320130156347, 'n_estimators': 77}",0.000138036,0.010838033,0.01221244,-2.088518547,0,0.863042184,0.003439554
arsenic-female-bladder,Boruta,4,"{'ccp_alpha': 0.001862602113776709, 'n_estimators': 11}",4.49E-05,0.003961382,0.002078428,-0.004997239,0,575.3799826,0.0013724
arsenic-female-bladder,Cobra,4,"{'epsilon': 0.0070591221567061655, 'machine_list': 'basic')",4.48E-05,0.003229094,0.001268689,-0.001305269,0.044506966,138.9794352,13.68271124
arsenic-female-bladder,Ewa,4,"{'beta': 0.001, 'machine_list': 'basic')",0.000120603,0.007782518,0.005197493,-1.698455234,-1.602658723,7.420194445,0.013801967
arsenic-female-bladder,AdaBoost,5,"{'base_estimator__ccp_alpha': 0.005924320130156347, 'n_estimators': 77}",0.002392882,0.038423883,0.015226153,-0.805741892,0.264315061,0.997505303,0.011184664
arsenic-female-bladder,Boruta,5,"{'ccp_alpha': 0.0022957721372982554, 'n_estimators': 19}",0.001891442,0.011763905,0.002907767,-0.427339852,-0.42729637,575.3911153,0.002133238
arsenic-female-bladder,Cobra,5,"{'epsilon': 0.11406700018975134, 'machine_list': 'basic')",0.001370509,0.009139391,0.002886003,-0.034228256,-0.022796367,139.177116,13.83780081
arsenic-female-bladder,Ewa,5,"{'beta': 0.001, 'machine_list': 'basic')",0.000672749,0.011592546,0.006444252,0.492323042,0.512036917,7.410428287,0.013794703
arsenic-female-bladder,AdaBoost,6,"{'base_estimator__ccp_alpha': 0.005924320130156347, 'n_estimators': 77}",0.000136039,0.011088386,0.012341535,-7.431389134,0,0.805138713,0.002247302
arsenic-female-bladder,Boruta,6,"{'ccp_alpha': 0.0023608897695197605, 'n_estimators': 6}",1.70E-05,0.003223414,0.002331571,-0.054775848,0,575.3820693,0.000926285
arsenic-female-bladder,Cobra,6,"{'epsilon': 0.12281845840372504, 'machine_list': 'basic')",1.80E-05,0.003554131,0.002731396,-0.117082752,-0.003038099,139.0450644,13.85817787
arsenic-female-bladder,Ewa,6,"{'beta': 0.001, 'machine_list': 'basic')",5.23E-05,0.00625187,0.005638211,-2.241747581,-1.859215362,7.40070242,0.013769261
arsenic-female-bladder,AdaBoost,7,"{'base_estimator__ccp_alpha': 0.0027387593197926163, 'n_estimators': 55}",0.001972436,0.014895682,0.010508378,0.887319662,0.887446476,0.827883862,0.002447827
arsenic-female-bladder,Boruta,7,"{'ccp_alpha': 0.0022957721372982554, 'n_estimators': 19}",0.008424578,0.017483586,0.004416582,0.518724915,0.524160688,575.3866272,0.00209979
arsenic-female-bladder,Cobra,7,"{'epsilon': 0.01221161240863411, 'machine_list': 'basic')",0.017894722,0.021019305,0.001998002,-0.022280713,-0.00322313,138.8169812,13.67863031
arsenic-female-bladder,Ewa,7,"{'beta': 0.001, 'machine_list': 'basic')",0.004764048,0.01658187,0.004339857,0.727841828,0.729104983,7.377397191,0.013692511
arsenic-female-bladder,AdaBoost,8,"{'base_estimator__ccp_alpha': 0.0027387593197926163, 'n_estimators': 55}",0.000104891,0.009913876,0.010585836,0.992751824,0.998375555,0.873565059,0.003790378
arsenic-female-bladder,Boruta,8,"{'ccp_alpha': 0.0022957721372982554, 'n_estimators': 19}",0.005854861,0.015233926,0.004536172,0.595418876,0.598935361,575.3952577,0.00211928
arsenic-female-bladder,Cobra,8,"{'epsilon': 0.09997932171897332, 'machine_list': 'basic')",0.014781943,0.019846622,0.002731396,-0.021458042,-0.006083608,138.8491203,13.81915486
arsenic-female-bladder,Ewa,8,"{'beta': 0.001, 'machine_list': 'basic')",0.003995547,0.014720019,0.004090136,0.723900752,0.725082412,7.414439702,0.013786733
arsenic-female-bladder,AdaBoost,9,"{'base_estimator__ccp_alpha': 0.0027387593197926163, 'n_estimators': 55}",0.000131437,0.005811415,0.00381971,-6.124920556,-5.453418342,0.883004214,0.001442114
arsenic-female-bladder,Boruta,9,"{'ccp_alpha': 0.0022957721372982554, 'n_estimators': 19}",0.001089902,0.008143716,0.002935765,-58.08141462,-56.36263751,575.3905055,0.002128145
arsenic-female-bladder,Cobra,9,"{'epsilon': 0.1205279054043451, 'machine_list': 'basic')",2.02E-05,0.003819499,0.002937539,-0.09621343,-0.001799166,138.7852594,13.8147183
arsenic-female-bladder,Ewa,9,"{'beta': 0.001, 'machine_list': 'basic')",0.00014939,0.007828257,0.00432534,-7.098126514,-6.850208549,7.408511735,0.013811358
arsenic-female-bladder,AdaBoost,10,"{'base_estimator__ccp_alpha': 0.041702200470257404, 'n_estimators': 17}",0.000205295,0.009102769,0.007792208,0.974746849,0.983317522,0.866808443,0.001185923
arsenic-female-bladder,Boruta,10,"{'ccp_alpha': 0.001981014890848788, 'n_estimators': 18}",0.001181285,0.0085564,0.003602875,0.854691177,0.855186031,575.3895484,0.002024934
arsenic-female-bladder,Cobra,10,"{'epsilon': 0.12636708327869697, 'machine_list': 'basic')",0.008307242,0.01569511,0.002937539,-0.02186668,-0.008795351,139.1942527,13.77925313
arsenic-female-bladder,Ewa,10,"{'beta': 0.001, 'machine_list': 'basic')",0.001618313,0.012951572,0.004185463,0.800932747,0.80120935,7.38946228,0.013602709
auto_price,AdaBoost,1,"{'base_estimator__ccp_alpha': 0.018626021137767092, 'n_estimators': 11}",0.023344843,0.124406276,0.124733287,0.385299108,0.43017401,1.850295636,0.001365297
auto_price,Boruta,1,"{'ccp_alpha': 0.004191945144032948, 'n_estimators': 23}",0.00691279,0.072452769,0.067907008,0.81797701,0.826927875,216.3043709,0.00266674
auto_price,Cobra,1,"{'epsilon': 0.3366043394880018, 'machine_list': 'basic')",0.043891036,0.127247312,0.092271321,-0.15570958,-0.094530359,43.47241526,10.62317458
auto_price,Ewa,1,"{'beta': 0.001, 'machine_list': 'basic')",0.005271998,0.056822314,0.040130366,0.86118125,0.870093416,8.036550365,0.019602513
auto_price,AdaBoost,2,"{'base_estimator__ccp_alpha': 0.005924320130156347, 'n_estimators': 77}",0.002931541,0.046249506,0.042950409,0.812412095,0.831856554,1.817530069,0.007722373
auto_price,Boruta,2,"{'ccp_alpha': 0.001862602113776709, 'n_estimators': 11}",0.005660799,0.048505089,0.033807314,0.63776816,0.649946717,216.1066385,0.00144837
auto_price,Cobra,2,"{'epsilon': 0.17715389510578494, 'machine_list': 'basic')",0.004225453,0.053690826,0.04748239,0.729615257,0.730826924,43.37163894,10.59674022
auto_price,Ewa,2,"{'beta': 0.001, 'machine_list': 'basic')",0.0037771,0.049312779,0.041395255,0.758305164,0.779724302,8.055086743,0.015771518
auto_price,AdaBoost,3,"{'base_estimator__ccp_alpha': 0.0027387593197926163, 'n_estimators': 55}",0.004104745,0.049701953,0.047882524,0.916271678,0.918068984,1.51675898,0.008986499
auto_price,Boruta,3,"{'ccp_alpha': 0.001981014890848788, 'n_estimators': 18}",0.007959598,0.063714832,0.04569646,0.837640638,0.842542168,216.1211127,0.002228536
auto_price,Cobra,3,"{'epsilon': 0.1644994870016682, 'machine_list': 'basic')",0.054691091,0.103488393,0.039502954,-0.115585349,0.00090175,43.35788035,10.59868394
auto_price,Ewa,3,"{'beta': 0.001, 'machine_list': 'basic')",0.005783335,0.060627764,0.04680585,0.882031905,0.888236847,8.100820686,0.016846064
auto_price,AdaBoost,4,"{'base_estimator__ccp_alpha': 0.0027387593197926163, 'n_estimators': 55}",0.015213245,0.079939445,0.034464904,0.776591503,0.777216931,1.816473612,0.009085868
auto_price,Boruta,4,"{'ccp_alpha': 0.0031342417815924286, 'n_estimators': 27}",0.022439587,0.108043589,0.08560709,0.670471718,0.685602346,216.135491,0.003082886
auto_price,Cobra,4,"{'epsilon': 0.24298366252303635, 'machine_list': 'basic')",0.068293858,0.142220308,0.052552483,-0.002904279,0.089504742,43.35956723,10.59950335
auto_price,Ewa,4,"{'beta': 0.001, 'machine_list': 'basic')",0.021172936,0.107671921,0.088599789,0.689072652,0.694978058,7.879975521,0.015549933
auto_price,AdaBoost,5,"{'base_estimator__ccp_alpha': 0.0027387593197926163, 'n_estimators': 55}",0.006814614,0.053726864,0.032340822,0.828601369,0.831354776,1.462738473,0.008470437
auto_price,Boruta,5,"{'ccp_alpha': 0.001862602113776709, 'n_estimators': 11}",0.010596602,0.069364299,0.0331034,0.733478226,0.744528451,216.1053799,0.001517765
auto_price,Cobra,5,"{'epsilon': 0.1397415058491657, 'machine_list': 'basic')",0.041388592,0.090579332,0.023822252,-0.040990428,0.080107047,43.44482607,10.59401343
auto_price,Ewa,5,"{'beta': 0.001, 'machine_list': 'basic')",0.005258902,0.057095683,0.050998719,0.867730062,0.876019383,8.002969079,0.015492096
auto_price,AdaBoost,6,"{'base_estimator__ccp_alpha': 0.0027387593197926163, 'n_estimators': 55}",0.00318401,0.047564971,0.044916072,0.943703556,0.943816532,1.751015793,0.006793067
auto_price,Boruta,6,"{'ccp_alpha': 0.004572048079869883, 'n_estimators': 35}",0.009722694,0.065528579,0.040092697,0.828093177,0.829350495,216.1579188,0.003949148
auto_price,Cobra,6,"{'epsilon': 0.2009301305664814, 'machine_list': 'basic')",0.058189158,0.115168132,0.045455142,-0.028841683,0.046003617,43.34798218,10.59796061
auto_price,Ewa,6,"{'beta': 0.001, 'machine_list': 'basic')",0.009163768,0.067510549,0.053187132,0.837975548,0.839714574,7.972673811,0.016071587
auto_price,AdaBoost,7,"{'base_estimator__ccp_alpha': 0.0027387593197926163, 'n_estimators': 55}",0.00366715,0.051311495,0.042827946,0.787721199,0.797988154,1.558719328,0.008347915
auto_price,Boruta,7,"{'ccp_alpha': 0.0023608897695197605, 'n_estimators': 6}",0.005378353,0.060439672,0.050410558,0.688665537,0.688669476,216.1018846,0.000957835
auto_price,Cobra,7,"{'epsilon': 0.17192274935133436, 'machine_list': 'basic')",0.002726558,0.044494386,0.038057742,0.842168862,0.876956056,43.40362372,10.59466231
auto_price,Ewa,7,"{'beta': 0.001, 'machine_list': 'basic')",0.005520745,0.059013919,0.042675586,0.680422937,0.862257204,7.98000927,0.016215482
auto_price,AdaBoost,8,"{'base_estimator__ccp_alpha': 0.00983468338330501, 'n_estimators': 8}",0.00666102,0.068690453,0.048016632,0.822607493,0.822610498,1.47082533,0.001571224
auto_price,Boruta,8,"{'ccp_alpha': 0.007159705159683643, 'n_estimators': 12}",0.011579873,0.078636698,0.039530826,0.691611414,0.706277043,216.1099331,0.001562738
auto_price,Cobra,8,"{'epsilon': 0.2251841867401122, 'machine_list': 'basic')",0.017571765,0.110438083,0.090786691,0.532038742,0.577832086,43.42658673,10.61839223
auto_price,Ewa,8,"{'beta': 0.001, 'machine_list': 'basic')",0.009022013,0.073821755,0.045615271,0.759730888,0.777481721,8.009468889,0.015813076
auto_price,AdaBoost,9,"{'base_estimator__ccp_alpha': 0.0027387593197926163, 'n_estimators': 55}",0.003045438,0.048508909,0.041829795,0.900240776,0.90245224,1.989441985,0.008764576
auto_price,Boruta,9,"{'ccp_alpha': 0.0022957721372982554, 'n_estimators': 19}",0.004863159,0.058308942,0.049886491,0.840697794,0.84069915,216.1214521,0.002279832
auto_price,Cobra,9,"{'epsilon': 0.20159521122389845, 'machine_list': 'basic')",0.006301584,0.058710498,0.040811241,0.793579402,0.807881128,43.46856113,10.61594397
auto_price,Ewa,9,"{'beta': 0.001, 'machine_list': 'basic')",0.003456164,0.045753733,0.031870082,0.886786646,0.88775862,7.976801843,0.017446355
auto_price,AdaBoost,10,"{'base_estimator__ccp_alpha': 0.005924320130156347, 'n_estimators': 77}",0.002797408,0.044840603,0.03940822,0.78116794,0.888574068,1.681526353,0.012367355
auto_price,Boruta,10,"{'ccp_alpha': 0.0052454815957287135, 'n_estimators': 47}",0.004269864,0.053659856,0.04906717,0.665982455,0.761340333,216.1689841,0.004980046
auto_price,Cobra,10,"{'epsilon': 0.18022128028726062, 'machine_list': 'basic')",0.003052925,0.043034952,0.029030366,0.761179667,0.803507596,43.64823071,10.61629004
auto_price,Ewa,10,"{'beta': 0.001, 'machine_list': 'advanced')",0.008614307,0.082301808,0.090526019,0.326130894,0.809269098,8.044674794,0.016799606
auto93,AdaBoost,1,"{'base_estimator__ccp_alpha': 0.0027387593197926163, 'n_estimators': 55}",0.004228758,0.050209832,0.04005673,0.766170704,0.772886512,1.579416769,0.012774643
auto93,Boruta,1,"{'ccp_alpha': 0.001862602113776709, 'n_estimators': 11}",0.00552232,0.05680927,0.050036921,0.694643156,0.698162993,354.4837666,0.001534518
auto93,Cobra,1,"{'epsilon': 0.26479359259380875, 'machine_list': 'basic')",0.007798676,0.061219038,0.046378845,0.568771964,0.568786462,30.92706781,10.09696177
auto93,Ewa,1,"{'beta': 0.001, 'machine_list': 'basic')",0.005789057,0.058435909,0.045385766,0.67989391,0.688959114,11.87046994,0.027578796
auto93,AdaBoost,2,"{'base_estimator__ccp_alpha': 0.0027387593197926163, 'n_estimators': 55}",0.007378282,0.060036141,0.037139581,0.748286135,0.803696466,1.522676554,0.012045545
auto93,Boruta,2,"{'ccp_alpha': 0.001981014890848788, 'n_estimators': 18}",0.012877443,0.075799964,0.046412239,0.560679429,0.588744088,354.3258912,0.002339859
auto93,Cobra,2,"{'epsilon': 0.21325537731323702, 'machine_list': 'basic')",0.046239423,0.143366547,0.105335001,-0.577481603,-0.562303476,30.99744691,10.08774366
auto93,Ewa,2,"{'beta': 0.001, 'machine_list': 'basic')",0.006144702,0.065262811,0.074159455,0.790370337,0.790536319,11.17162883,0.024218423
auto93,AdaBoost,3,"{'base_estimator__ccp_alpha': 0.0027387593197926163, 'n_estimators': 55}",0.003827233,0.052704764,0.050542639,0.651442963,0.898296876,1.602545733,0.011913001
auto93,Boruta,3,"{'ccp_alpha': 0.004572048079869883, 'n_estimators': 35}",0.002880335,0.04346433,0.037693712,0.737679657,0.807439412,354.3499141,0.003814716
auto93,Cobra,3,"{'epsilon': 0.2526315789473685, 'machine_list': 'basic')",0.006841398,0.065849826,0.060703364,0.376934407,0.694916509,30.98466106,10.0893143
auto93,Ewa,3,"{'beta': 10.0, 'machine_list': 'basic')",0.004255562,0.054309864,0.044958273,0.612433794,0.832663949,10.39013221,0.02405869
auto93,AdaBoost,4,"{'base_estimator__ccp_alpha': 0.0027387593197926163, 'n_estimators': 55}",0.003406708,0.053131251,0.060550459,0.428174184,0.82947905,1.629846657,0.011851572
auto93,Boruta,4,"{'ccp_alpha': 0.0031342417815924286, 'n_estimators': 27}",0.001947864,0.033237043,0.03333947,0.673045346,0.71603035,354.3440927,0.003111764
auto93,Cobra,4,"{'epsilon': 0.26074360212457753, 'machine_list': 'basic')",0.005749108,0.066882687,0.075412844,0.034995592,0.203032918,31.24048379,10.08593847
auto93,Ewa,4,"{'beta': 0.001, 'machine_list': 'basic')",0.002691636,0.041014194,0.048182224,0.548201091,0.588496881,11.4482016,0.02902368
auto93,AdaBoost,5,"{'base_estimator__ccp_alpha': 0.0027387593197926163, 'n_estimators': 55}",0.006260872,0.070061154,0.073394495,0.766469443,0.773768907,1.411386119,0.004929277
auto93,Boruta,5,"{'ccp_alpha': 0.005930655182980569, 'n_estimators': 11}",0.010004892,0.082182107,0.074067952,0.626817491,0.669044054,354.3272372,0.001465466
auto93,Cobra,5,"{'epsilon': 0.22868179623370355, 'machine_list': 'basic')",0.012005491,0.09238216,0.110703364,0.552195151,0.558089659,31.20716979,10.10018835
auto93,Ewa,5,"{'beta': 0.001, 'machine_list': 'basic')",0.006030293,0.057645606,0.034550955,0.775070052,0.798685532,10.73027572,0.02233704
auto93,AdaBoost,6,"{'base_estimator__ccp_alpha': 0.0027387593197926163, 'n_estimators': 55}",0.05768988,0.160439152,0.099286442,0.45204373,0.552568195,1.105143146,0.009655303
auto93,Boruta,6,"{'ccp_alpha': 0.001862602113776709, 'n_estimators': 11}",0.065033394,0.180745992,0.099078796,0.382292776,0.507278908,354.3201373,0.001491728
auto93,Cobra,6,"{'epsilon': 0.16695534286262967, 'machine_list': 'basic')",0.125000535,0.24128894,0.093944954,-0.18729362,0.144167891,31.19361576,10.09525071
