Dataset Name,Algorithm Name,Cross Validation [1-10],Hyper-Parameters Values,mean_squared_error,mean_absolute_error,median_absolute_error,r2_score,explained_variance_score,Training Time,Inference Time
Crash,Cobra,8,"{'epsilon': 0.4730455199681282, 'machine_list': 'basic')",0.038387415,0.130612269,0.102119966,-0.116874021,0.004794922,109.6776392,12.17958309
Crash,Ewa,8,"{'beta': 10.0, 'machine_list': 'basic')",0.021294023,0.094394888,0.072384997,0.380454742,0.401859846,35.62180537,0.06505082
Crash,AdaBoost,9,"{'base_estimator__ccp_alpha': 0.0027387593197926163, 'n_estimators': 55}",0.010747537,0.083267884,0.069213033,0.34517799,0.350102454,8.961550891,0.095505389
Crash,Boruta,9,"{'ccp_alpha': 0.001862602113776709, 'n_estimators': 11}",0.011920784,0.083855481,0.06858445,0.273694841,0.289017719,157.812504,0.001411593
Crash,Cobra,9,"{'epsilon': 0.11235661829782116, 'machine_list': 'basic')",0.019589489,0.096822642,0.070899195,-0.193541232,-0.116202159,114.8242463,12.17718937
Crash,Ewa,9,"{'beta': 0.001, 'machine_list': 'basic')",0.008324119,0.07167905,0.05733016,0.492831121,0.498000207,34.72653605,0.048518722
Crash,AdaBoost,10,"{'base_estimator__ccp_alpha': 0.005924320130156347, 'n_estimators': 77}",0.014671622,0.095037415,0.081549828,0.101582567,0.186952069,3.803238442,0.014370435
Crash,Boruta,10,"{'ccp_alpha': 0.001981014890848788, 'n_estimators': 18}",0.014020203,0.087678598,0.070849274,0.14147221,0.14335751,157.8253414,0.002107665
Crash,Cobra,10,"{'epsilon': 0.14534626947080598, 'machine_list': 'basic')",0.013857372,0.075656723,0.054736989,0.151443189,0.169854554,103.5536546,12.1470471
Crash,Ewa,10,"{'beta': 0.001, 'machine_list': 'basic')",0.013471193,0.085686311,0.057752304,0.175090876,0.185805781,36.57181325,0.059914281
detroit,AdaBoost,1,"{'base_estimator__ccp_alpha': 0.09325573593386588, 'n_estimators': 14}",0.064169189,0.238555265,0.238555265,-7.83803217,0,0.577568331,0.001032599
detroit,Boruta,1,"{'ccp_alpha': 0.0023608897695197605, 'n_estimators': 6}",0.009794616,0.085209003,0.085209003,-0.349013964,0,482.5740718,0.001073303
detroit,Cobra,1,"{'epsilon': 0.06751058625815928, 'machine_list': 'basic')",0.029242456,0.148262881,0.148262881,-3.027567971,0,15.73046956,9.395409442
detroit,Ewa,1,"{'beta': 0.001, 'machine_list': 'advanced')",0.011070828,0.086503949,0.086503949,-0.524786779,0.505838758,4.62465685,0.013033216
detroit,AdaBoost,2,"{'base_estimator__ccp_alpha': 0.0027387593197926163, 'n_estimators': 55}",0.032208196,0.131009333,0.131009333,0.476737974,0.721158582,0.799783899,0.011142773
detroit,Boruta,2,"{'ccp_alpha': 0.008946066635038474, 'n_estimators': 13}",0.018139755,0.134601598,0.134601598,0.705297216,0.999639899,482.7189174,0.001696123
detroit,Cobra,2,"{'epsilon': 0.05978809294197826, 'machine_list': 'basic')",0.072483856,0.268802447,0.268802447,-0.177589983,0.996277978,15.631109,9.394825642
detroit,Ewa,2,"{'beta': 0.001, 'machine_list': 'basic')",0.082847965,0.215188987,0.215188987,-0.345967765,0.40633541,4.758603566,0.030683926
detroit,AdaBoost,3,"{'base_estimator__ccp_alpha': 0.00983468338330501, 'n_estimators': 8}",0.003499963,0.051078907,0.051078907,-0.078896043,0.725369368,0.81401163,0.001003865
detroit,Boruta,3,"{'ccp_alpha': 0.001862602113776709, 'n_estimators': 11}",0.005374382,0.05748741,0.05748741,-0.656703179,0.362032911,482.4120801,0.001472915
detroit,Cobra,3,"{'epsilon': 0.08029487203948699, 'machine_list': 'basic')",0.083629027,0.264802761,0.264802761,-24.77942594,-20.6152975,15.73348077,9.437168342
detroit,Ewa,3,"{'beta': 0.001, 'machine_list': 'basic')",0.035092934,0.186469309,0.186469309,-9.817723714,0.900700076,4.641629276,0.013329198
detroit,AdaBoost,4,"{'base_estimator__ccp_alpha': 0.0027387593197926163, 'n_estimators': 55}",0.000435731,0.02087418,0.02087418,nan,1,0.855271605,0.009519537
detroit,Boruta,4,"{'ccp_alpha': 0.001862602113776709, 'n_estimators': 11}",0.020263287,0.142349174,0.142349174,nan,1,482.4134292,0.001416914
detroit,Cobra,4,"{'epsilon': 0.1560929509692598, 'machine_list': 'basic')",0.119588716,0.345816014,0.345816014,,1,16.6267846,9.372324354
detroit,Ewa,4,"{'beta': 0.001, 'machine_list': 'basic')",0.012412139,0.11140978,0.11140978,,1,5.587758068,0.014838168
detroit,AdaBoost,5,"{'base_estimator__ccp_alpha': 0.0027387593197926163, 'n_estimators': 55}",0.001438563,0.037928398,0.037928398,nan,1,0.688172884,0.002951836
detroit,Boruta,5,"{'ccp_alpha': 0.001981014890848788, 'n_estimators': 18}",0.007546681,0.086871633,0.086871633,nan,1,482.422746,0.002088022
detroit,Cobra,5,"{'epsilon': 0.11494020467942126, 'machine_list': 'basic')",0.053606539,0.23153086,0.23153086,,1,15.65547485,9.352264861
detroit,Ewa,5,"{'beta': 0.001, 'machine_list': 'advanced')",0.050426386,0.224558201,0.224558201,,1,5.538671596,0.012207475
detroit,AdaBoost,6,"{'base_estimator__ccp_alpha': 0.019810148908487882, 'n_estimators': 18}",0.06274139,0.250482315,0.250482315,nan,1,0.563084276,0.000442993
detroit,Boruta,6,"{'ccp_alpha': 0.001981014890848788, 'n_estimators': 18}",0.074278145,0.272540171,0.272540171,nan,1,482.4240205,0.002077023
detroit,Cobra,6,"{'epsilon': 0.10401179222054864, 'machine_list': 'basic')",0.299576868,0.547336157,0.547336157,,1,15.65588147,9.377888295
detroit,Ewa,6,"{'beta': 0.001, 'machine_list': 'basic')",0.779312781,0.88278694,0.88278694,,1,5.530197104,0.010976616
detroit,AdaBoost,7,"{'base_estimator__ccp_alpha': 0.019810148908487882, 'n_estimators': 18}",0.0005917,0.02432489,0.02432489,nan,1,0.743970663,0.003140419
detroit,Boruta,7,"{'ccp_alpha': 0.001862602113776709, 'n_estimators': 11}",0.000692541,0.026316177,0.026316177,nan,1,482.4127017,0.001428993
detroit,Cobra,7,"{'epsilon': 0.08089806061598227, 'machine_list': 'basic')",0.036560703,0.191208533,0.191208533,,1,15.79402272,9.3648708
detroit,Ewa,7,"{'beta': 0.001, 'machine_list': 'basic')",0.0864443,0.294014116,0.294014116,,1,5.526507679,0.012319543
detroit,AdaBoost,8,"{'base_estimator__ccp_alpha': 0.023608897695197608, 'n_estimators': 6}",0.037382745,0.19334618,0.19334618,nan,1,0.733460087,0.001184701
detroit,Boruta,8,"{'ccp_alpha': 0.001981014890848788, 'n_estimators': 18}",0.011621495,0.10780304,0.10780304,nan,1,482.4234459,0.002094001
detroit,Cobra,8,"{'epsilon': 0.06934119481369909, 'machine_list': 'basic')",0.013697559,0.117036572,0.117036572,,1,15.63439392,9.353435562
detroit,Ewa,8,"{'beta': 0.001, 'machine_list': 'basic')",0.11249579,0.335403921,0.335403921,,1,5.523818359,0.011312276
detroit,AdaBoost,9,"{'base_estimator__ccp_alpha': 0.019810148908487882, 'n_estimators': 18}",0.283219544,0.53218375,0.53218375,nan,1,0.877441661,0.001161956
detroit,Boruta,9,"{'ccp_alpha': 0.001981014890848788, 'n_estimators': 18}",7.10E-05,0.008426028,0.008426028,nan,1,482.4255208,0.002072417
detroit,Cobra,9,"{'epsilon': 0.07584611825270761, 'machine_list': 'advanced')",0.021734527,0.147426346,0.147426346,,1,15.64439917,9.357191509
detroit,Ewa,9,"{'beta': 0.001, 'machine_list': 'basic')",0.415584583,0.644658501,0.644658501,,1,5.52610458,0.011313956
detroit,AdaBoost,10,"{'base_estimator__ccp_alpha': 0.0027387593197926163, 'n_estimators': 55}",0.07135112,0.267116305,0.267116305,nan,1,0.918859052,0.011205639
detroit,Boruta,10,"{'ccp_alpha': 0.001981014890848788, 'n_estimators': 18}",0.051945522,0.227915603,0.227915603,nan,1,482.4228336,0.002092355
detroit,Cobra,10,"{'epsilon': 0.08734972974151378, 'machine_list': 'basic')",0,0,0,,1,15.63694904,9.33564092
detroit,Ewa,10,"{'beta': 0.001, 'machine_list': 'basic')",0.025739639,0.160435778,0.160435778,,1,5.527236655,0.01244462
diabetes_numeric,AdaBoost,1,"{'base_estimator__ccp_alpha': 0.0027387593197926163, 'n_estimators': 55}",0.028984877,0.154324379,0.200854701,-1.53813521,-1.189977527,1.073152695,0.008079474
diabetes_numeric,Boruta,1,"{'ccp_alpha': 0.0031342417815924286, 'n_estimators': 27}",0.023310457,0.139852378,0.122263758,-1.041240026,-0.710234942,41.9287709,0.003241035
diabetes_numeric,Cobra,1,"{'epsilon': 0.15789473684210525, 'machine_list': 'basic')",0.138511059,0.254889771,0.247222222,-11.12907653,-5.563241922,20.4102782,9.607470064
diabetes_numeric,Ewa,1,"{'beta': 0.001, 'machine_list': 'basic')",0.024773917,0.141196617,0.119796114,-1.169391657,-0.758026937,6.743101034,0.012532698
diabetes_numeric,AdaBoost,2,"{'base_estimator__ccp_alpha': 0.0027387593197926163, 'n_estimators': 55}",0.003892143,0.050793651,0.035714286,0.474560658,0.477971466,1.318772564,0.00789571
diabetes_numeric,Boruta,2,"{'ccp_alpha': 0.00878142503429413, 'n_estimators': 35}",0.006355471,0.073195997,0.058209803,0.142011371,0.478325437,41.7482859,0.003662557
diabetes_numeric,Cobra,2,"{'epsilon': 0.22807017543859648, 'machine_list': 'basic')",0.007822154,0.073047176,0.038194444,-0.05599077,-0.044205205,20.38404992,9.623840133
diabetes_numeric,Ewa,2,"{'beta': 0.001, 'machine_list': 'basic')",0.011488035,0.073948915,0.039973958,-0.550884682,-0.221379213,6.73682387,0.012521845
diabetes_numeric,AdaBoost,3,"{'base_estimator__ccp_alpha': 0.0027387593197926163, 'n_estimators': 55}",0.048723767,0.204891975,0.203703704,0.166499452,0.167718412,0.859466805,0.007716352
diabetes_numeric,Boruta,3,"{'ccp_alpha': 0.0023608897695197605, 'n_estimators': 6}",0.059016804,0.1967306,0.168849206,-0.009579962,0.065948336,41.70489989,0.000941449
diabetes_numeric,Cobra,3,"{'epsilon': 0.26608187134502925, 'machine_list': 'basic')",0.065197788,0.198022666,0.121527778,-0.11531591,-0.020898763,20.40441669,9.621372214
diabetes_numeric,Ewa,3,"{'beta': 0.001, 'machine_list': 'basic')",0.069346164,0.215954738,0.161583089,-0.186280736,0.078988997,6.746717889,0.012136109
diabetes_numeric,AdaBoost,4,"{'base_estimator__ccp_alpha': 0.05245481595728714, 'n_estimators': 33}",0.018203231,0.114672365,0.125,-0.275210121,1.11E-16,1.141540487,0.000727766
diabetes_numeric,Boruta,4,"{'ccp_alpha': 0.009355390708060319, 'n_estimators': 25}",0.011358643,0.103657382,0.111387304,0.204280985,0.316699439,41.73324324,0.002763603
diabetes_numeric,Cobra,4,"{'epsilon': 0.1515253529395048, 'machine_list': 'basic')",0.107572231,0.253009259,0.216666667,-6.535870871,-6.443344595,20.59207163,9.614782483
diabetes_numeric,Ewa,4,"{'beta': 0.001, 'machine_list': 'basic')",0.041198426,0.151959871,0.096272411,-1.886116727,-1.794913276,6.74357438,0.012314119
diabetes_numeric,AdaBoost,5,"{'base_estimator__ccp_alpha': 0.0027387593197926163, 'n_estimators': 55}",0.055426134,0.219282775,0.247427984,-0.555231817,0.794009346,1.00669935,0.007746618
diabetes_numeric,Boruta,5,"{'ccp_alpha': 0.004572048079869883, 'n_estimators': 35}",0.064106502,0.210204882,0.237720157,-0.798798941,0.441042481,41.7490285,0.003742372
diabetes_numeric,Cobra,5,"{'epsilon': 0.12912280701754378, 'machine_list': 'advanced')",0.062546057,0.233143939,0.235479798,-0.755013588,0.770193471,20.59673696,9.778913419
diabetes_numeric,Ewa,5,"{'beta': 0.001, 'machine_list': 'basic')",0.069513663,0.226889213,0.245820769,-0.950521403,0.493947649,6.749547428,0.012449021
diabetes_numeric,AdaBoost,6,"{'base_estimator__ccp_alpha': 0.0027387593197926163, 'n_estimators': 55}",0.007511494,0.075544765,0.074074074,-0.188995034,-0.184864568,1.462112216,0.007676131
diabetes_numeric,Boruta,6,"{'ccp_alpha': 0.00417022004702574, 'n_estimators': 17}",0.009200864,0.08171517,0.059762904,-0.456405525,-0.380125219,41.72335932,0.00203223
diabetes_numeric,Cobra,6,"{'epsilon': 0.1532982673411245, 'machine_list': 'basic')",0.01353067,0.105748457,0.1,-1.141770804,-1.136540147,20.585125,9.645075448
diabetes_numeric,Ewa,6,"{'beta': 0.001, 'machine_list': 'basic')",0.013635202,0.114328569,0.119793936,-1.158317105,-1.094897232,6.744627518,0.012245663
diabetes_numeric,AdaBoost,7,"{'base_estimator__ccp_alpha': 0.0027387593197926163, 'n_estimators': 55}",0.031749591,0.138194444,0.132478632,0.118661946,0.497531982,1.139069481,0.00675551
diabetes_numeric,Boruta,7,"{'ccp_alpha': 0.001862602113776709, 'n_estimators': 11}",0.041786734,0.17218886,0.164371366,-0.15995946,0.143595588,41.71632969,0.001535073
diabetes_numeric,Cobra,7,"{'epsilon': 0.2969112578905577, 'machine_list': 'basic')",0.048080607,0.132232154,0.039834105,-0.334671312,0.005054345,20.57851755,9.651011974
diabetes_numeric,Ewa,7,"{'beta': 0.001, 'machine_list': 'basic')",0.029753922,0.124052721,0.059265713,0.174059792,0.297259893,6.742903498,0.012253473
diabetes_numeric,AdaBoost,8,"{'base_estimator__ccp_alpha': 0.0027387593197926163, 'n_estimators': 55}",0.028827672,0.140178571,0.142857143,-2.339500627,-2.338669479,1.066379404,0.007758616
diabetes_numeric,Boruta,8,"{'ccp_alpha': 0.004572048079869883, 'n_estimators': 35}",0.016211369,0.113149021,0.112415448,-0.877982956,-0.877920617,41.74831135,0.003773862
diabetes_numeric,Cobra,8,"{'epsilon': 0.47368421052631576, 'machine_list': 'basic')",0.010682398,0.061507937,0.020833333,-0.237487174,0.200775282,20.5982496,9.646357306
diabetes_numeric,Ewa,8,"{'beta': 0.001, 'machine_list': 'basic')",0.013283757,0.106770821,0.119234685,-0.538837898,0.781779813,6.742127418,0.012673705
diabetes_numeric,AdaBoost,9,"{'base_estimator__ccp_alpha': 0.0027387593197926163, 'n_estimators': 55}",0.012491096,0.102045077,0.10655929,0.454704506,0.909289916,1.247095612,0.007724502
diabetes_numeric,Boruta,9,"{'ccp_alpha': 0.009355390708060319, 'n_estimators': 25}",0.010555577,0.086687647,0.086072556,0.539199065,0.867253419,41.73896838,0.002736948
diabetes_numeric,Cobra,9,"{'epsilon': 0.21052631578947367, 'machine_list': 'basic')",0.03466161,0.123737374,0.062752525,-0.513143454,0.110995041,20.58492966,9.632919529
diabetes_numeric,Ewa,9,"{'beta': 0.001, 'machine_list': 'basic')",0.014177628,0.101757427,0.092816591,0.381079399,0.833105602,6.742886611,0.012237819
diabetes_numeric,AdaBoost,10,"{'base_estimator__ccp_alpha': 0.00983468338330501, 'n_estimators': 8}",0.019172151,0.10016835,0.093013468,0.678094155,0.843743285,0.958710782,0.00146374
diabetes_numeric,Boruta,10,"{'ccp_alpha': 0.00957889530150502, 'n_estimators': 8}",0.036818134,0.153802066,0.138820649,0.381813091,0.651605714,41.71104959,0.001131739
diabetes_numeric,Cobra,10,"{'epsilon': 0.15789473684210525, 'machine_list': 'basic')",0.027406437,0.150876323,0.182539683,0.539838148,0.839146975,20.59840973,9.629474335
diabetes_numeric,Ewa,10,"{'beta': 0.001, 'machine_list': 'advanced')",0.020290212,0.117310611,0.107287046,0.659321593,0.89038577,6.747653924,0.012566499
diggle_table_a1,AdaBoost,1,"{'base_estimator__ccp_alpha': 0.031342417815924284, 'n_estimators': 27}",0.013083011,0.102806736,0.088211708,-0.195957862,0.220815012,1.274406144,0.000862779
diggle_table_a1,Boruta,1,"{'ccp_alpha': 0.00878142503429413, 'n_estimators': 35}",0.024470162,0.116605459,0.045651416,-1.236891964,-0.595055065,522.143094,0.003739132
diggle_table_a1,Cobra,1,"{'epsilon': 0.6606170598911072, 'machine_list': 'advanced')",0.011439358,0.096896552,0.120689655,-0.045706522,-0.029173913,21.41954296,9.68884221
diggle_table_a1,Ewa,1,"{'beta': 10.0, 'machine_list': 'basic')",0.038102773,0.149744236,0.087399898,-2.483090429,-0.457589217,6.795309111,0.012066672
diggle_table_a1,AdaBoost,2,"{'base_estimator__ccp_alpha': 0.00983468338330501, 'n_estimators': 8}",0.114036932,0.307291305,0.343012704,0.023767714,0.025251427,1.008815418,0.001618585
diggle_table_a1,Boruta,2,"{'ccp_alpha': 0.00878142503429413, 'n_estimators': 35}",0.11927101,0.305560105,0.403994491,-0.021039492,-0.005392819,521.9673897,0.00361991
diggle_table_a1,Cobra,2,"{'epsilon': 0.5610369683723221, 'machine_list': 'basic')",0.129961128,0.316339752,0.329153605,-0.112554034,-0.101452415,21.40433585,9.668430168
diggle_table_a1,Ewa,2,"{'beta': 10.0, 'machine_list': 'basic')",0.231792747,0.4299269,0.410241813,-0.984300697,-0.551448481,6.776429466,0.012003892
diggle_table_a1,AdaBoost,3,"{'base_estimator__ccp_alpha': 0.041702200470257404, 'n_estimators': 17}",0.047151367,0.16840417,0.089013633,0.102031259,0.104296486,1.222101254,0.001741204
diggle_table_a1,Boruta,3,"{'ccp_alpha': 0.00957889530150502, 'n_estimators': 8}",0.047804526,0.159395198,0.070307678,0.089592244,0.090199491,521.9277207,0.001087683
diggle_table_a1,Cobra,3,"{'epsilon': 0.7318296084431416, 'machine_list': 'basic')",0.056150051,0.151240484,0.03908046,-0.069343142,0.011165584,21.5052104,9.66445539
diggle_table_a1,Ewa,3,"{'beta': 0.001, 'machine_list': 'advanced')",0.052320985,0.218191238,0.216449829,0.003579061,0.333457045,6.785580673,0.012072049
diggle_table_a1,AdaBoost,4,"{'base_estimator__ccp_alpha': 0.07159705159683642, 'n_estimators': 12}",0.034535877,0.166800321,0.151563753,-0.983925737,0,1.325661333,0.000835024
diggle_table_a1,Boruta,4,"{'ccp_alpha': 0.006704675101784022, 'n_estimators': 28}",0.040558528,0.175380538,0.119123052,-1.329899067,-0.392661472,521.96447,0.003086955
diggle_table_a1,Cobra,4,"{'epsilon': 0.7114337568058078, 'machine_list': 'basic')",0.067562636,0.224333856,0.219435737,-2.881159625,0.009816872,21.42932727,9.667246284
diggle_table_a1,Ewa,4,"{'beta': 0.001, 'machine_list': 'basic')",0.030142896,0.160951828,0.182227783,-0.731569385,-0.730932095,6.782660359,0.012058388
diggle_table_a1,AdaBoost,5,"{'base_estimator__ccp_alpha': 0.041702200470257404, 'n_estimators': 17}",0.035502946,0.172734563,0.208500401,-0.014197598,0,1.246104243,0.000840376
diggle_table_a1,Boruta,5,"{'ccp_alpha': 0.00957889530150502, 'n_estimators': 8}",0.026928063,0.149840856,0.117467837,0.230757432,0.570773139,521.9307847,0.001104391
diggle_table_a1,Cobra,5,"{'epsilon': 0.8945173005015713, 'machine_list': 'basic')",0.055890272,0.205329154,0.192789969,-0.596593716,0,21.40727633,9.662171736
diggle_table_a1,Ewa,5,"{'beta': 0.001, 'machine_list': 'basic')",0.013787361,0.088856419,0.052887279,0.606142297,0.626607498,6.7815392,0.012309271
diggle_table_a1,AdaBoost,6,"{'base_estimator__ccp_alpha': 0.041702200470257404, 'n_estimators': 17}",0.055397493,0.224218123,0.246992783,-0.396561496,-2.22E-16,1.276070572,0.000857224
diggle_table_a1,Boruta,6,"{'ccp_alpha': 0.006704675101784022, 'n_estimators': 28}",0.051738825,0.211115662,0.185052551,-0.304327097,0.183064222,521.9562988,0.003101
diggle_table_a1,Cobra,6,"{'epsilon': 0.487909342054123, 'machine_list': 'basic')",0.039059763,0.179080689,0.20846395,0.01530994,0.131775925,21.43246877,9.663654943
diggle_table_a1,Ewa,6,"{'beta': 0.001, 'machine_list': 'basic')",0.066310594,0.226150081,0.315177937,-0.671678949,0.347621541,6.781574064,0.012435844
diggle_table_a1,AdaBoost,7,"{'base_estimator__ccp_alpha': 0.00983468338330501, 'n_estimators': 8}",0.125739974,0.305876751,0.239350913,-0.410716623,-0.16854882,1.217169938,0.001455866
diggle_table_a1,Boruta,7,"{'ccp_alpha': 0.00518152548941889, 'n_estimators': 5}",0.092087174,0.230877889,0.236081262,-0.033155197,0.175718673,521.9257656,0.000837564
diggle_table_a1,Cobra,7,"{'epsilon': 0.4019380381487677, 'machine_list': 'basic')",0.120860587,0.258936782,0.168965517,-0.355973232,0.054822535,21.41845954,9.662265751
diggle_table_a1,Ewa,7,"{'beta': 0.001, 'machine_list': 'basic')",0.091751246,0.210640544,0.205781568,-0.029386316,-0.007026994,6.796438191,0.012377317
diggle_table_a1,AdaBoost,8,"{'base_estimator__ccp_alpha': 0.023608897695197608, 'n_estimators': 6}",0.031963159,0.169847634,0.179631115,-0.221864398,0,1.259137251,0.000843379
diggle_table_a1,Boruta,8,"{'ccp_alpha': 0.00957889530150502, 'n_estimators': 8}",0.029633534,0.160831251,0.153187133,-0.132809179,0.364438212,521.9280794,0.001083456
diggle_table_a1,Cobra,8,"{'epsilon': 0.48584438090171433, 'machine_list': 'basic')",0.046482528,0.209173508,0.216748768,-0.776900284,0.024675492,21.43010938,9.68746342
diggle_table_a1,Ewa,8,"{'beta': 0.001, 'machine_list': 'basic')",0.012907168,0.093495399,0.063709441,0.506594182,0.564824492,6.801800823,0.012418172
diggle_table_a1,AdaBoost,9,"{'base_estimator__ccp_alpha': 0.05245481595728714, 'n_estimators': 33}",0.04654288,0.168495298,0.130094044,-1.094585257,-2.22E-16,1.281399881,0.00109543
diggle_table_a1,Boruta,9,"{'ccp_alpha': 0.00957889530150502, 'n_estimators': 8}",0.037083702,0.175579986,0.200886586,-0.668890636,0.71848738,521.929739,0.001104739
diggle_table_a1,Cobra,9,"{'epsilon': 0.3618396913274175, 'machine_list': 'basic')",0.022341508,0.116963883,0.093630268,-0.00544256,0.133985421,21.61917757,9.663703694
diggle_table_a1,Ewa,9,"{'beta': 0.001, 'machine_list': 'basic')",0.070444701,0.253577416,0.251304279,-2.170247162,0.723535666,6.791299311,0.012105663
diggle_table_a1,AdaBoost,10,"{'base_estimator__ccp_alpha': 0.00983468338330501, 'n_estimators': 8}",0.112811702,0.315691884,0.29016673,-1.858746266,-1.74769485,1.295936838,0.001424942
diggle_table_a1,Boruta,10,"{'ccp_alpha': 0.00518152548941889, 'n_estimators': 5}",0.052959206,0.189975456,0.173920533,-0.34203217,-0.341792574,521.9243367,0.00080644
diggle_table_a1,Cobra,10,"{'epsilon': 0.6623024175277936, 'machine_list': 'basic')",0.048401052,0.206094193,0.228802806,-0.226524581,-0.038119129,21.63840444,9.667979727
diggle_table_a1,Ewa,10,"{'beta': 1.0, 'machine_list': 'basic')",0.052538714,0.174840342,0.12449135,-0.331376518,-0.267136888,6.796450647,0.012288684
disclosure_x_tampered,AdaBoost,1,"{'base_estimator__ccp_alpha': 0.031342417815924284, 'n_estimators': 27}",0.01510147,0.099440509,0.087812743,0.0016383,0.002042706,1.974282396,0.001421586
disclosure_x_tampered,Boruta,1,"{'ccp_alpha': 0.004572048079869883, 'n_estimators': 35}",0.015168917,0.100010633,0.090742963,-0.002820671,2.22E-16,660.6759984,0.009877764
disclosure_x_tampered,Cobra,1,"{'epsilon': 0.10306175842052635, 'machine_list': 'basic')",0.016274306,0.105660292,0.095233494,-0.075898172,-0.001009989,171.1462842,14.54287915
disclosure_x_tampered,Ewa,1,"{'beta': 0.001, 'machine_list': 'basic')",0.016248344,0.106586987,0.093714586,-0.074181842,-0.051570207,8.259940747,0.020754245
disclosure_x_tampered,AdaBoost,2,"{'base_estimator__ccp_alpha': 0.09325573593386588, 'n_estimators': 14}",0.012996567,0.085876381,0.057383075,-0.030376847,2.22E-16,2.03985717,0.001270206
disclosure_x_tampered,Boruta,2,"{'ccp_alpha': 0.0030233257263183977, 'n_estimators': 20}",0.012629223,0.085824957,0.060304584,-0.001253579,4.44E-16,657.9486858,0.002259419
disclosure_x_tampered,Cobra,2,"{'epsilon': 0.16647540937312244, 'machine_list': 'basic')",0.012905092,0.090434279,0.080882501,-0.023124623,0.000360188,171.2010997,14.53077739
disclosure_x_tampered,Ewa,2,"{'beta': 0.001, 'machine_list': 'basic')",0.016137105,0.099646441,0.082782858,-0.279360847,-0.142544298,8.28921778,0.020701333
disclosure_x_tampered,AdaBoost,3,"{'base_estimator__ccp_alpha': 0.041702200470257404, 'n_estimators': 17}",0.018019562,0.090157328,0.062076191,-0.004476313,2.22E-16,2.069383956,0.002289706
disclosure_x_tampered,Boruta,3,"{'ccp_alpha': 0.00518152548941889, 'n_estimators': 5}",0.018047255,0.090027241,0.060645231,-0.00602006,2.22E-16,654.4291029,0.000923927
disclosure_x_tampered,Cobra,3,"{'epsilon': 0.16647540937312244, 'machine_list': 'basic')",0.019082201,0.091852524,0.061410944,-0.06371172,0.000109696,171.5697002,14.55195517
disclosure_x_tampered,Ewa,3,"{'beta': 0.001, 'machine_list': 'basic')",0.01902287,0.095919829,0.07790546,-0.06040437,-0.056214775,8.308607408,0.020714095
disclosure_x_tampered,AdaBoost,4,"{'base_estimator__ccp_alpha': 0.0518152548941889, 'n_estimators': 5}",0.013725333,0.092029528,0.074512516,-0.041357711,1.11E-16,1.917645561,0.000928783
disclosure_x_tampered,Boruta,4,"{'ccp_alpha': 0.00518152548941889, 'n_estimators': 5}",0.013435342,0.091505019,0.06999444,-0.019355715,1.11E-16,654.4445497,0.000794188
disclosure_x_tampered,Cobra,4,"{'epsilon': 0.16647540937312244, 'machine_list': 'basic')",0.015426705,0.095535772,0.068564063,-0.17044284,-0.162084787,171.801141,14.5268508
disclosure_x_tampered,Ewa,4,"{'beta': 0.001, 'machine_list': 'basic')",0.01587048,0.105069451,0.095980102,-0.204112631,-0.066470005,8.33423071,0.02101498
disclosure_x_tampered,AdaBoost,5,"{'base_estimator__ccp_alpha': 0.023608897695197608, 'n_estimators': 6}",0.012608681,0.088258203,0.072130296,-0.004806681,-0.002695476,1.880680701,0.001072308
disclosure_x_tampered,Boruta,5,"{'ccp_alpha': 0.0052454815957287135, 'n_estimators': 47}",0.01274079,0.088382775,0.073514348,-0.015334659,0,654.5837255,0.004602225
disclosure_x_tampered,Cobra,5,"{'epsilon': 0.1338194488045934, 'machine_list': 'basic')",0.014056412,0.093191575,0.070499391,-0.12017875,0.006163682,171.7389969,14.55339677
disclosure_x_tampered,Ewa,5,"{'beta': 0.001, 'machine_list': 'basic')",0.013363726,0.095335834,0.078144788,-0.064977516,-0.033725242,8.298015425,0.02124938
disclosure_x_tampered,AdaBoost,6,"{'base_estimator__ccp_alpha': 0.023608897695197608, 'n_estimators': 6}",0.019128948,0.113299537,0.097414417,-0.004532295,-0.000728442,1.919355786,0.001065121
disclosure_x_tampered,Boruta,6,"{'ccp_alpha': 0.004572048079869883, 'n_estimators': 35}",0.019178248,0.113492852,0.096522786,-0.007121187,0,654.4919657,0.003502893
disclosure_x_tampered,Cobra,6,"{'epsilon': 0.27623508208680086, 'machine_list': 'basic')",0.020323465,0.116739589,0.095139552,-0.067260831,0.001142948,171.6503359,14.64099755
disclosure_x_tampered,Ewa,6,"{'beta': 0.001, 'machine_list': 'basic')",0.019597788,0.112904744,0.101620692,-0.029152831,-0.025584965,8.280084577,0.020550785
disclosure_x_tampered,AdaBoost,7,"{'base_estimator__ccp_alpha': 0.031342417815924284, 'n_estimators': 27}",0.017269846,0.104548888,0.087216457,-0.010368243,-0.001048247,1.914064006,0.001393356
disclosure_x_tampered,Boruta,7,"{'ccp_alpha': 0.0023608897695197605, 'n_estimators': 6}",0.01712394,0.104930539,0.083030573,-0.001832068,0,654.4294232,0.000887193
disclosure_x_tampered,Cobra,7,"{'epsilon': 0.19731077291914345, 'machine_list': 'basic')",0.017430977,0.10794124,0.089202252,-0.019795171,0.000608728,171.6408635,14.55915859
